"Gradespan","Grade Band (expanded)","Teaches CS?","Grades Hi","Grades Lo","School District Name","School Name","School Type (School Stats)","School Year","Stage El","Stage Hi","Stage Mi","State","Students","Teaches Cs"
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","AUDUBON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","314",
"KG - 05","Elementary","Unknown","05","KG","DUBUQUE COMM SCHOOL DISTRICT","BRYANT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","262",
"PK - 05","Elementary","No","05","PK","DUBUQUE COMM SCHOOL DISTRICT","CARVER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","583","No"
"09 - 12","High","No","12","09","DUBUQUE COMM SCHOOL DISTRICT","DUBUQUE SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","1619","No"
"PK - 05","Elementary","No","05","PK","DUBUQUE COMM SCHOOL DISTRICT","EISENHOWER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","533","No"
"06 - 08","Middle","No","08","06","DUBUQUE COMM SCHOOL DISTRICT","ELEANOR ROOSEVELT MIDDLE SCHOOL","public","2017","0","0","1","IA","1151","No"
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","FULTON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","284",
"06 - 08","Middle","No","08","06","DUBUQUE COMM SCHOOL DISTRICT","GEORGE WASHINGTON MIDDLE SCHOOL","public","2017","0","0","1","IA","679","No"
"09 - 12","High","Yes","12","09","DUBUQUE COMM SCHOOL DISTRICT","HEMPSTEAD HIGH SCHOOL","public","2017","0","1","0","IA","1657","HY"
"KG - 05","Elementary","Unknown","05","KG","DUBUQUE COMM SCHOOL DISTRICT","HOOVER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","324",
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","IRVING ELEMENTARY SCHOOL","public","2017","1","0","0","IA","533",
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","JOHN KENNEDY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","593",
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","LINCOLN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","273",
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","MARSHALL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","301",
"PK - 05","Elementary","No","05","PK","DUBUQUE COMM SCHOOL DISTRICT","PRESCOTT ELEMENTARY SCHOOL","charter","2017","1","0","0","IA","270","No"
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","SAGEVILLE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","285",
"PK - 05","Elementary","Unknown","05","PK","DUBUQUE COMM SCHOOL DISTRICT","TABLE MOUND ELEMENTARY SCHOOL","public","2017","1","0","0","IA","443",
"06 - 08","Middle","Unknown","08","06","DUBUQUE COMM SCHOOL DISTRICT","THOMAS JEFFERSON MIDDLE SCHOOL","public","2017","0","0","1","IA","594",
"PK - 06","Elementary","Yes","06","PK","DUNKERTON COMM SCHOOL DISTRICT","DUNKERTON ELEMENTARY","public","2017","1","0","0","IA","270","Yes"
"07 - 12","Mixed","No","12","07","DUNKERTON COMM SCHOOL DISTRICT","DUNKERTON HIGH SCHOOL","public","2017","0","1","1","IA","223","HN"
"PK - 04","Elementary","Yes","04","PK","DURANT COMM SCHOOL DISTRICT","DURANT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","266","Yes"
"09 - 12","High","Yes","12","09","DURANT COMM SCHOOL DISTRICT","DURANT HIGH SCHOOL","public","2017","0","1","0","IA","230","HY"
"05 - 08","Mixed","Unknown","08","05","DURANT COMM SCHOOL DISTRICT","DURANT MIDDLE SCHOOL","public","2017","1","0","1","IA","207",
"PK - 04","Elementary","Yes","04","PK","EAGLE GROVE COMM SCHOOL DISTRICT","EAGLE GROVE ELEMENTARY","public","2017","1","0","0","IA","372","Yes"
"09 - 12","High","No","12","09","EAGLE GROVE COMM SCHOOL DISTRICT","EAGLE GROVE HIGH SCHOOL","public","2017","0","1","0","IA","246","HN"
"05 - 08","Mixed","Yes","08","05","EAGLE GROVE COMM SCHOOL DISTRICT","ROBERT BLUE SCHOOL","public","2017","1","0","1","IA","231","Yes"
"PK - 06","Elementary","Unknown","06","PK","EARLHAM COMM SCHOOL DISTRICT","EARLHAM ELEMENTARY SCHOOL","public","2017","1","0","0","IA","345",
"07 - 08","Middle","Yes","08","07","EARLHAM COMM SCHOOL DISTRICT","EARLHAM MIDDLE SCHOOL","public","2017","0","0","1","IA","98","Yes"
"09 - 12","High","Yes","12","09","EARLHAM COMM SCHOOL DISTRICT","EARLHAM SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","211","HY"
"PK - 05","Elementary","Unknown","05","PK","EAST BUCHANAN COMM SCHOOL DISTRICT","EAST BUCHANAN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","326",
"09 - 12","High","Yes","12","09","EAST BUCHANAN COMM SCHOOL DISTRICT","EAST BUCHANAN HIGH SCHOOL","public","2017","0","1","0","IA","166","HY"
"06 - 08","Middle","Unknown","08","06","EAST BUCHANAN COMM SCHOOL DISTRICT","EAST BUCHANAN MIDDLE SCHOOL","public","2017","0","0","1","IA","132",
"PK - 04","Elementary","Unknown","04","PK","EAST GREENE COMM SCHOOL DISTRICT","EAST GREENE ELEMENTARY","public","2017","1","0","0","IA","",
"","Mixed","Unknown","","","EAST GREENE COMM SCHOOL DISTRICT","GREENE COUNTY INTERMEDIATE SCHOOL","public","2017","","","","IA","",
"PK - KG","Elementary","Unknown","KG","PK","EAST MARSHALL COMM SCHOOL DISTRICT","EAST MARSHALL COMMUNITY PRE SCHOOL","public","2017","1","0","0","IA","",
"PK - 03","Elementary","Unknown","03","PK","EAST MARSHALL COMM SCHOOL DISTRICT","EAST MARSHALL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","294",
"04 - 08","Mixed","Unknown","08","04","EAST MARSHALL COMM SCHOOL DISTRICT","EAST MARSHALL MIDDLE SCHOOL","public","2017","1","0","1","IA","311",
"09 - 12","High","No","12","09","EAST MARSHALL COMM SCHOOL DISTRICT","EAST MARSHALL SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","289","HN"
"PK - 04","Elementary","Unknown","04","PK","EAST MILLS COMM SCHOOL DISTRICT","CHANTRY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","",
"PK - 06","Elementary","Unknown","06","PK","EAST MILLS COMM SCHOOL DISTRICT","EAST MILLS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","261",
"07 - 12","Mixed","No","12","07","EAST MILLS COMM SCHOOL DISTRICT","EAST MILLS JR/SR HIGH SCHOOL","public","2017","0","1","1","IA","218","HN"
"09 - 12","High","Unknown","12","09","EAST MILLS COMM SCHOOL DISTRICT","EAST MILLS LEARNING CENTER","public","2017","0","1","0","IA","",
"","Mixed","Unknown","","","EAST MILLS COMM SCHOOL DISTRICT","EAST MILLS MIDDLE SCHOOL","public","2017","","","","IA","",
"PK - 04","Elementary","Unknown","04","PK","EAST SAC COUNTY COMM SCHOOL DISTRICT","EAST SAC COUNTY ELEMENTARY SAC BUILDING","public","2017","1","0","0","IA","200",
"PK - 04","Elementary","Unknown","04","PK","EAST SAC COUNTY COMM SCHOOL DISTRICT","EAST SAC COUNTY ELEMENTARY WALL LAKE","public","2017","1","0","0","IA","230",
"09 - 12","High","No","12","09","EAST SAC COUNTY COMM SCHOOL DISTRICT","EAST SAC COUNTY HIGH SCHOOL","public","2017","0","1","0","IA","286","HN"
"05 - 08","Mixed","Yes","08","05","EAST SAC COUNTY COMM SCHOOL DISTRICT","EAST SAC COUNTY MIDDLE SCHOOL","public","2017","1","0","1","IA","255","Yes"
"PK - 05","Elementary","Unknown","05","PK","EAST UNION COMM SCHOOL DISTRICT","EAST UNION ELEMENTARY","public","2017","1","0","0","IA","267",
"06 - 12","Mixed","Yes","12","06","EAST UNION COMM SCHOOL DISTRICT","EAST UNION MIDDLE-HIGH SCHOOL","public","2017","0","1","1","IA","244","HY"
"09 - 12","High","Yes","12","09","EASTERN ALLAMAKEE COMM SCHOOL DISTRICT","KEE HIGH SCHOOL","public","2017","0","1","0","IA","119","HY"
"06 - 08","Middle","Unknown","08","06","EASTERN ALLAMAKEE COMM SCHOOL DISTRICT","LANSING MIDDLE SCHOOL","public","2017","0","0","1","IA","91",
"PK - 05","Elementary","No","05","PK","EASTERN ALLAMAKEE COMM SCHOOL DISTRICT","NEW ALBIN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","161","No"
"PK - 05","Elementary","No","05","PK","EASTON VALLEY COMM SCHOOL DISTRICT","EASTON VALLEY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","233","No"
"06 - 12","Mixed","No","12","06","EASTON VALLEY COMM SCHOOL DISTRICT","EASTON VALLEY HIGH SCHOOL","public","2017","0","1","1","IA","275","No"
"","Mixed","Unknown","","","EASTON VALLEY COMM SCHOOL DISTRICT","SABULA ELEMENTARY CENTER","public","2017","","","","IA","",
"PK - 06","Elementary","Unknown","06","PK","EDDYVILLE-BLAKESBURG- FREMONT CSD","BLAKESBURG ELEMENTARY","public","2017","1","0","0","IA","140",
"PK - 06","Elementary","Unknown","06","PK","EDDYVILLE-BLAKESBURG- FREMONT CSD","EDDYVILLE ELEMENTARY","public","2017","1","0","0","IA","302",
"07 - 12","Mixed","No","12","07","EDDYVILLE-BLAKESBURG- FREMONT CSD","EDDYVILLE-BLAKESBURG- FREMONT JR/SR HIGH","public","2017","0","1","1","IA","417","HN"
"PK - 06","Elementary","Unknown","06","PK","EDDYVILLE-BLAKESBURG- FREMONT CSD","FREMONT ELEMENTARY","public","2017","1","0","0","IA","111",
"PK - 06","Elementary","No","06","PK","EDGEWOOD-COLESBURG COMM SCHOOL DISTRICT","EDGEWOOD-COLESBURG ELEMENTARY SCHOOL","public","2017","1","0","0","IA","305","No"
"07 - 12","Mixed","No","12","07","EDGEWOOD-COLESBURG COMM SCHOOL DISTRICT","EDGEWOOD-COLESBURG HIGH SCHOOL","public","2017","0","1","1","IA","255","HN"
"PK - 05","Elementary","No","05","PK","ELDORA-NEW PROVIDENCE COMM SCHOOL DISTRICT","ELDORA-NEW PROVIDENCE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","305","No"
"09 - 12","High","No","12","09","ELDORA-NEW PROVIDENCE COMM SCHOOL DISTRICT","ELDORA-NEW PROVIDENCE HIGH SCHOOL","public","2017","0","1","0","IA","279","HN"
"","Mixed","Unknown","","","ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT","ELK HORN-KIMBALLTON ELEMENTARY SCHOOL","public","2017","","","","IA","",
"","Mixed","Unknown","","","ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT","ELK HORN-KIMBALLTON HIGH SCHOOL","public","2017","","","","IA","",
"09 - 12","High","No","12","09","EMMETSBURG COMM SCHOOL DISTRICT","EMMETSBURG HIGH SCHOOL","public","2017","0","1","0","IA","231","HN"
"05 - 08","Mixed","No","08","05","EMMETSBURG COMM SCHOOL DISTRICT","EMMETSBURG MIDDLE SCHOOL","public","2017","1","0","1","IA","219","No"
"PK - 04","Elementary","Unknown","04","PK","EMMETSBURG COMM SCHOOL DISTRICT","WEST ELEMENTARY SCHOOL","public","2017","1","0","0","IA","313",
"PK - 06","Elementary","Unknown","06","PK","ENGLISH VALLEYS COMM SCHOOL DISTRICT","ENGLISH VALLEYS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","272",
"07 - 12","Mixed","Yes","12","07","ENGLISH VALLEYS COMM SCHOOL DISTRICT","ENGLISH VALLEYS JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","218","Yes"
"PK - 05","Elementary","Unknown","05","PK","ESSEX COMM SCHOOL DISTRICT","ESSEX ELEMENTARY SCHOOL","public","2017","1","0","0","IA","111",
"06 - 12","Mixed","Inconsistent","12","06","ESSEX COMM SCHOOL DISTRICT","ESSEX JUNIOR-SENIOR HIGH SCHOOL","public","2017","0","1","1","IA","129","Inconsistent"
"PK - 02","Elementary","Yes","02","PK","ESTHERVILLE LINCOLN CENTRAL COM SCH DIST","DEMONEY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","426","Yes"
"09 - 12","High","Yes","12","09","ESTHERVILLE LINCOLN CENTRAL COM SCH DIST","ESTHERVILLE LINCOLN CENTRAL HIGH SCHOOL","public","2017","0","1","0","IA","363","HY"
"05 - 08","Mixed","Unknown","08","05","ESTHERVILLE LINCOLN CENTRAL COM SCH DIST","ESTHERVILLE LINCOLN CENTRAL MIDDLE SCHOOL","public","2017","1","0","1","IA","385",
"03 - 04","Elementary","Unknown","04","03","ESTHERVILLE LINCOLN CENTRAL COM SCH DIST","ROOSEVELT ELEMENTARY","public","2017","1","0","0","IA","211",
"04 - 08","Mixed","No","08","04","EXIRA-ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT","EXIRA/EHK MIDDLE SCHOOL","public","2017","1","0","1","IA","170","No"
"PK - 03","Elementary","No","03","PK","EXIRA-ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT","EXIRAELK HORN-KIMBALLTON ELEMENTARY","public","2017","1","0","0","IA","96","No"
"09 - 12","High","No","12","09","EXIRA-ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT","EXIRAELK HORN-KIMBALLTON HIGH SCHOOL","public","2017","0","1","0","IA","126","HN"
"09 - 12","High","Yes","12","09","FAIRFIELD COMM SCHOOL DISTRICT","FAIRFIELD HIGH SCHOOL","public","2017","0","1","0","IA","509","HY"
"05 - 08","Mixed","Unknown","08","05","FAIRFIELD COMM SCHOOL DISTRICT","FAIRFIELD MIDDLE SCHOOL","public","2017","1","0","1","IA","505",
"KG - 04","Elementary","Unknown","04","KG","FAIRFIELD COMM SCHOOL DISTRICT","LIBERTYVILLE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","105",
"PK - 04","Elementary","Yes","04","PK","FAIRFIELD COMM SCHOOL DISTRICT","PENCE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","298","Yes"
"PK - 04","Elementary","Unknown","04","PK","FAIRFIELD COMM SCHOOL DISTRICT","WASHINGTON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","302",
"PK - 04","Elementary","Unknown","04","PK","FARRAGUT COMM SCHOOL DISTRICT","FARRAGUT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","69",
"09 - 12","High","No","12","09","FARRAGUT COMM SCHOOL DISTRICT","NISHNABOTNA HIGH SCHOOL","public","2017","0","1","0","IA","98","HN"
"","Mixed","Unknown","","","FOREST CITY COMM SCHOOL DISTRICT","FOREST CITY ALTERNATIVE SCHOOL","public","2017","","","","IA","",
"PK - 05","Elementary","Unknown","05","PK","FOREST CITY COMM SCHOOL DISTRICT","FOREST CITY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","519",
"09 - 12","High","No","12","09","FOREST CITY COMM SCHOOL DISTRICT","FOREST CITY HIGH SCHOOL","public","2017","0","1","0","IA","380","No"
"06 - 08","Middle","Yes","08","06","FOREST CITY COMM SCHOOL DISTRICT","FOREST CITY MIDDLE SCHOOL","public","2017","0","0","1","IA","276","Yes"
"KG - 04","Elementary","No","04","KG","FORT DODGE COMM SCHOOL DISTRICT","BUTLER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","494","No"
"KG - 04","Elementary","Yes","04","KG","FORT DODGE COMM SCHOOL DISTRICT","COOPER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","277","Yes"
"KG - 04","Elementary","Unknown","04","KG","FORT DODGE COMM SCHOOL DISTRICT","DUNCOMBE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","320",
"","Mixed","Unknown","","","FORT DODGE COMM SCHOOL DISTRICT","FAIR OAKS MIDDLE SCHOOL","public","2017","","","","IA","",
"KG - 04","Elementary","No","04","KG","FORT DODGE COMM SCHOOL DISTRICT","FEELHAVER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","238","No"
"09 - 12","High","Yes","12","09","FORT DODGE COMM SCHOOL DISTRICT","FORT DODGE HIGH SCHOOL","public","2017","0","1","0","IA","1161","HY"
"05 - 08","Mixed","Yes","08","05","FORT DODGE COMM SCHOOL DISTRICT","FORT DODGE MIDDLE SCHOOL","public","2017","1","0","1","IA","1080","Yes"
"","Mixed","Unknown","","","FORT DODGE COMM SCHOOL DISTRICT","PHILLIPS MIDDLE SCHOOL","public","2017","","","","IA","",
"PK - 01","Elementary","Unknown","01","PK","FORT DODGE COMM SCHOOL DISTRICT","RIVERSIDE ELC","public","2017","1","0","0","IA","195",
"09 - 12","High","Unknown","12","09","FORT MADISON COMM SCHOOL DISTRICT","FORT MADISON ALTERNATIVE SCHOOL","public","2017","0","1","0","IA","",
"09 - 12","High","Yes","12","09","FORT MADISON COMM SCHOOL DISTRICT","FORT MADISON HIGH SCHOOL","public","2017","0","1","0","IA","651","HY"
"04 - 08","Mixed","No","08","04","FORT MADISON COMM SCHOOL DISTRICT","FORT MADISON MIDDLE SCHOOL","public","2017","1","0","1","IA","740","No"
"KG - 03","Elementary","Unknown","03","KG","FORT MADISON COMM SCHOOL DISTRICT","LINCOLN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","286",
"PK - 03","Elementary","Unknown","03","PK","FORT MADISON COMM SCHOOL DISTRICT","RICHARDSON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","367",
"","Mixed","Unknown","","","FREDERICKSBURG COMM SCHOOL DISTRICT","FREDERICKSBURG ELEMENTARY SCHOOL","public","2017","","","","IA","",
"","Mixed","Unknown","","","FREDERICKSBURG COMM SCHOOL DISTRICT","SUMNER FREDERICKSBURG MIDDLE SCHOOL","public","2017","","","","IA","",
"PK - 06","Elementary","Unknown","06","PK","FREMONT-MILLS COMM SCHOOL DISTRICT","FREMONT-MILLS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","292",
"07 - 12","Mixed","No","12","07","FREMONT-MILLS COMM SCHOOL DISTRICT","FREMONT-MILLS MIDDLE AND SENIOR HIGH SCHOOL","public","2017","0","1","1","IA","214","HN"
"PK - 02","Elementary","Yes","02","PK","GALVA-HOLSTEIN COMM SCHOOL DISTRICT","GALVA-HOLSTEIN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","134","Yes"
"03 - 05","Elementary","No","05","03","GALVA-HOLSTEIN COMM SCHOOL DISTRICT","GALVA-HOLSTEIN UPPER ELEMENTARY","public","2017","1","0","0","IA","87","No"
"09 - 12","High","No","12","09","GALVA-HOLSTEIN COMM SCHOOL DISTRICT","RIDGE VIEW HIGH SCHOOL","public","2017","0","1","0","IA","221","HN"
"PK - 06","Elementary","Unknown","06","PK","GARNER-HAYFIELD COMM SCHOOL DISTRICT","GARNER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","503",
"09 - 12","High","No","12","09","GARNER-HAYFIELD COMM SCHOOL DISTRICT","GARNER-HAYFIELD HIGH SCHOOL","public","2017","0","1","0","IA","365","HN"
"PK - 04","Elementary","Unknown","04","PK","GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT","GEORGE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","148",
"06 - 08","Middle","Unknown","08","06","GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT","GEORGE-LITTLE ROCK MIDDLE SCHOOL","public","2017","0","0","1","IA","104",
"09 - 12","High","Yes","12","09","GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT","GEORGE-LITTLE ROCK SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","143","Yes"
"02 - 05","Elementary","Unknown","05","02","GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT","LITTLE ROCK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","65",
"PK - 02","Elementary","Unknown","02","PK","GILBERT COMM SCHOOL DISTRICT","GILBERT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","361",
"09 - 12","High","Yes","12","09","GILBERT COMM SCHOOL DISTRICT","GILBERT HIGH SCHOOL","public","2017","0","1","0","IA","423","HY"
"03 - 05","Elementary","Unknown","05","03","GILBERT COMM SCHOOL DISTRICT","GILBERT INTERMEDIATE SCHOOL","public","2017","1","0","0","IA","329",
"06 - 08","Middle","Unknown","08","06","GILBERT COMM SCHOOL DISTRICT","GILBERT MIDDLE SCHOOL","public","2017","0","0","1","IA","331",
"KG - 06","Elementary","Unknown","06","KG","GILMORE CITY-BRADGATE COMM SCHOOL DISTRICT","GILMORE CITY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","42",
"","Mixed","Unknown","","","GILMORE CITY-BRADGATE COMM SCHOOL DISTRICT","GILMORE CITY-BRADGATE MIDDLE SCHOOL","public","2017","","","","IA","",
"KG - 02","Elementary","Unknown","02","KG","GLADBROOK-REINBECK COMM SCHOOL DISTRICT","GLADBROOK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","44",
"09 - 12","High","Yes","12","09","GLADBROOK-REINBECK COMM SCHOOL DISTRICT","GLADBROOK-REINBECK HIGH SCHOOL","public","2017","0","1","0","IA","168","Yes"
"05 - 08","Mixed","Unknown","08","05","GLADBROOK-REINBECK COMM SCHOOL DISTRICT","GLADBROOK-REINBECK MIDDLE SCHOOL","public","2017","1","0","1","IA","149",
"PK - 04","Elementary","Unknown","04","PK","GLADBROOK-REINBECK COMM SCHOOL DISTRICT","REINBECK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","165",
"06 - 08","Middle","No","08","06","GLENWOOD COMM SCHOOL DISTRICT","GLENWOOD MIDDLE SCHOOL","public","2017","0","0","1","IA","464","No"
"09 - 12","High","Yes","12","09","GLENWOOD COMM SCHOOL DISTRICT","GLENWOOD SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","603","HY"
"PK - 02","Elementary","No","02","PK","GLENWOOD COMM SCHOOL DISTRICT","NORTHEAST ELEMENTARY SCHOOL","public","2017","1","0","0","IA","535","No"
"03 - 05","Elementary","Unknown","05","03","GLENWOOD COMM SCHOOL DISTRICT","WEST ELEMENTARY SCHOOL","public","2017","1","0","0","IA","412",
"PK - 06","Elementary","Yes","06","PK","GLIDDEN-RALSTON COMM SCHOOL DISTRICT","GLIDDEN-RALSTON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","176","Yes"
"07 - 12","Mixed","Yes","12","07","GLIDDEN-RALSTON COMM SCHOOL DISTRICT","GLIDDEN-RALSTON JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","159","Yes"
"PK - 06","Elementary","No","06","PK","GMG COMM SCHOOL DISTRICT","GMG ELEMENTARY SCHOOL","public","2017","1","0","0","IA","282","No"
"07 - 12","Mixed","No","12","07","GMG COMM SCHOOL DISTRICT","GMG SECONDARY SCHOOL","public","2017","0","1","1","IA","222","HN"
"PK - 05","Elementary","Yes","05","PK","GRAETTINGER-TERRIL COMM SCHOOL DISTRICT","GRAETTINGER-TERRIL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","192","Yes"
"09 - 12","Mixed","No","12","09","GRAETTINGER-TERRIL COMM SCHOOL DISTRICT","GRAETTINGER-TERRIL HIGH SCHOOL","public","2017","1","1","0","IA","116","HN"
"06 - 08","Middle","Unknown","08","06","GRAETTINGER-TERRIL COMM SCHOOL DISTRICT","GRAETTINGER-TERRIL MIDDLE SCHOOL","public","2017","0","0","1","IA","78",
"PK - 03","Elementary","Unknown","03","PK","GREENE COUNTY COMM SCHOOL DISTRICT","GREENE COUNTY ELEMENTARY","public","2017","1","0","0","IA","466",
"09 - 12","High","No","12","09","GREENE COUNTY COMM SCHOOL DISTRICT","GREENE COUNTY HIGH SCHOOL","public","2017","0","1","0","IA","415","HN"
"04 - 06","Mixed","Unknown","06","04","GREENE COUNTY COMM SCHOOL DISTRICT","GREENE COUNTY INTERMEDIATE SCHOOL","public","2017","1","0","1","IA","275",
"07 - 08","Middle","Yes","08","07","GREENE COUNTY COMM SCHOOL DISTRICT","GREENE COUNTY MIDDLE SCHOOL","public","2017","0","0","1","IA","166","Yes"
"KG - 02","Elementary","Unknown","02","KG","GRINNELL-NEWBURG COMM SCHOOL DISTRICT","BAILEY PARK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","176",
"03 - 04","Elementary","Yes","04","03","GRINNELL-NEWBURG COMM SCHOOL DISTRICT","DAVIS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","238","Yes"
"PK - 02","Elementary","Unknown","02","PK","GRINNELL-NEWBURG COMM SCHOOL DISTRICT","FAIRVIEW ELEMENTARY SCHOOL","public","2017","1","0","0","IA","264",
